Label, Parts Of Speech
nonfunctional,Default
teat,Default
feint,Default
prototype,Default
assessment,Default
bonus,Default
valuation,Default
somehow,Default
heighten,Default
absorbed,Default
impregnated,Default
eyepatch,Default
dispart,Default
sighting,Default
bug,Default
greased,Default
rifle,Default
synthesizer,Default
stronger,Default
overlay,Default
mend,Default
sewing,Default
fastening,Default
skirt,Default
clumsy,Default
dilate,Default
astern,Default
compliance,Default
coexist,Default
congruous,Default
overlapped,Default
overlaps,Default
outnumber,Default
termed,Default
attackers,Default
dependant,Default
annuity,Default
concurrently,Default
partly,Default
sequences,Default
academy,Default
restrictive,Default
freezing,Default
dew,Default
frosted,Default
insensibility,Default
rigidity,Default
severity,Default
coldness,Default
congelation,Default
slipping,Default
europe,Default
americas,Default
tuberosum,Default
solanum,Default
starchy,Default
tuber,Default
sock,Default
handicapped,Default
underpowered,Default
herb,Default
culinary,Default
infrequently,Default
embankment,Default
artificially,Default
hillock,Default
knoll,Default
enriched,Default
encircled,Default
surmounted,Default
regalia,Default
veneris,Default
mons,Default
curb,Default
pile,Default
mounds,Default
coverage,Default
extortion,Default
payments,Default
bribery,Default
immunity,Default
passport,Default
producers,Default
poles,Default
sheltering,Default
skins,Default
pavilion,Default
pulpit,Default
worshippers,Default
trouser,verb;noun
camping,noun;verb
aluminum,noun
oven,noun
splatter,verb;noun
foil,verb;noun
prop,verb;noun
rented,verb
mammalian,adjective;noun
spawn,verb
aquatic,adjective;noun
fungal,adjective
spontaneously,adverb
spawns,verb
vie,verb;noun
striving,noun
contention,noun
bitter,verb;adjective;noun
contended,verb
wrangling,noun
bicker,verb;noun
noisily,adverb
embroil,verb
castrate,noun
manhood,noun
feminine,adjective;noun
unconscious,adjective;noun
ostentatious,adjective
expressiveness,noun
baroque,adjective
contemporary,adjective;noun
classicist,Default
inspired,Default
dishonest,Default
wretch,Default
knave,Default
slave,Default
childish,Default
exclamation,Default
beauteous,Default
repulsive,Default
filthy,Default
charm,Default
seems,Default
enchantment,Default
ugly,Default
alluring,Default
attractiveness,Default
delusively,Default
glorified,Default
haze,Default
improves,Default
enchant,Default
bewitch,Default
indisputable,Default
suitability,Default
opportunities,Default
tacitly,Default
excuse,Default
operational,Default
emphasize,Default
articulation,Default
modulation,Default
phonological,Default
plurale,Default
tantum,Default
syllables,Default
feebly,Default
rhythmical,Default
shading,Default
magnitudes,Default
minutes,Default
seconds,Default
twelve,Default
emphasized,Default
gemstone,Default
accentuate,Default
emphatically,Default
longitude,Default
planets,Default
coordinating,Default
twins,Default
collaborate,Default
collaboration,Default
exerts,Default
autonomous,Default
kicked,Default
assisted,Default
augmenting,Default
quartered,Default
canton,Default
lengthens,Default
lengthening,Default
compositional,Default
titular,Default
teinds,Default
heritors,Default
stipend,Default
sinking,Default
analogously,Default
closing,Default
cadenza,Default
pedals,Default
cranks,Default
jody,Default
chant,Default
coats,Default
reduces,Default
relevance,Default
inputs,Default
fractured,Default
dislocated,Default
bilinear,Default
module,Default
unions,Default
substituting,Default
stratified,Default
discriminate,Default
differential,adjective;noun
smearing,noun;verb
porcelain,noun
streak,verb;noun
unglazed,adjective
chesias,Default
geometridae,Default
legatella,Default
pervasive,adjective
strake,verb;noun
streaking,noun;verb
flash,verb;adjective;noun
clusters,verb;noun
mottled,adjective;verb
mottling,noun;verb
dappled,adjective;verb
locate,verb
retouch,verb;noun
dictates,verb;noun
taint,verb;noun
hewing,noun;verb
stained,adjective;verb
discoloured,adjective;verb
marred,adjective;verb
discomfit,adjective;verb
inferiority,noun
mistake,verb;noun
ashamed,adjective;verb
consolation,Default
relieving,Default
invigorate,Default
corroborate,Default
jewels,Default
trapped,Default
demanding,Default
verified,Default
unowned,Default
entwine,Default
intricate,Default
complicate,Default
confusedly,Default
merge,Default
mingle,Default
enfold,Default
comic,Default
steak,Default
shopping,Default
supporters,Default
trough,Default
spiral,Default
rifled,Default
issuing,Default
acquiring,Default
daily,Default
mondays,Default
weekly,Default
fridays,Default
aired,Default
spellbound,Default
subjugate,Default
surcharge,Default
invalid,Default
cancel,Default
dominance,Default
prevalence,Default
subdominant,Default
outlive,Default
demotion,Default
relegation,Default
ovary,Default
sac,Default
dependency,Default
territories,Default
empress,Default
expansive,Default
dominion,Default
marble,Default
lethrinidae,Default
subfamily,Default
charaxinae,Default
perished,Default
vestigial,Default
monarchy,Default
oblast,Default
russia,Default
subdivisions,Default
preeminent,Default
prince,Default
principality,Default
arbitrary,Default
autocrat,Default
autocracy,Default
solving,Default
fermentation,Default
quarry,Default
adornment,Default
synonymously,Default
collocate,Default
irresistibly,Default
overpowering,Default
staggering,Default
vista,Default
censure,Default
fascinate,verb
conclusive,adjective
victor,Default
magnificent,adjective
triumphal,adjective;noun
procession,verb;noun
pageant,verb;noun
exultation,noun
sanctify,verb
commander,noun
reconnoitering,noun;verb
scout,verb;noun
reconnaissance,noun
induces,verb
seizing,noun;adjective;verb
perceptions,noun
counterbalance,verb;noun
exemplify,verb
embody,verb
afresh,adverb
gestures,verb;noun
apprehensive,adjective
interlocutor,Default
intuitive,adjective;noun
fulfil,Default
rescue,Default
atone,Default
reluctance,Default
attrition,Default
deterioration,Default
continued,Default
durable,Default
usefulness,Default
weariness,Default
patience,Default
tediously,Default
wore,Default
tack,Default
weared,Default
invasion,Default
repel,Default
adjustable,Default
downstream,Default
fence,Default
filly,Default
colt,Default
romping,Default
tomboy,Default
castrated,Default
seg,Default
improperly,Default
ram,Default
projects,Default
eurasian,Default
troglodytes,Default
wren,Default
bachelor,Default
unmarried,Default
raiser,Default
wedding,Default
eve,Default
groom,Default
lucanidae,Default
keratin,Default
protrudes,Default
paired,Default
narwhal,Default
rhinoceros,Default
eyestalk,Default
elongated,Default
tusk,Default
hornlike,Default
snail,Default
antler,Default
cornucopia,Default
gunpowder,Default
signaling,Default
expiration,Default
conical,Default
earpieces,Default
peninsula,Default
crescent,Default
vietnamese,Default
asclepias,Default
tapering,Default
milkweed,Default
incurved,Default
cuckold,Default
ruminant,Default
antlers,Default
hooves,Default
cervidae,Default
artiodactyla,Default
moose,Default
elk,Default
venison,Default
quadrupedal,Default
insincerity,Default
professor,Default
acknowledged,Default
professing,Default
liberal,Default
universities,Default
skilfulness,Default
crafts,Default
handicraft,Default
embodied,Default
guild,Default
whaling,Default
lances,Default
harpoons,Default
craftsman,Default
dimensionless,Default
dimensionful,Default
gram,noun
centimetre,noun
initialism,noun
canadian,Default
centimeter,noun
respectively,adverb
pressuring,noun;verb
allegedly,adverb
practices,verb;noun
mystic,adjective;noun
spiritualist,adjective;noun
illusionist,noun
escapologist,noun
talented,adjective
amazingly,adverb
astounds,verb
occult,verb;adjective;noun
rituals,noun
enchanting,noun;adjective;verb
conjuring,noun;verb
illusions,noun
esoteric,adjective;noun
isotopic,adjective
nucleons,noun
forehanded,Default
preoccupation,Default
prohibited,Default
predetermined,Default
foe,Default
everywhere,Default
metaphysics,Default
adherent,Default
supersensual,Default
coerce,Default
extort,Default
imperfection,Default
resists,Default
unwillingness,Default
sluggishness,Default
ceased,Default
contortion,Default
strife,Default
contortions,Default
ovule,Default
fecundating,Default
flowerless,Default
gametes,Default
impregnating,Default
fertilizer,Default
reproductive,Default
emerges,Default
metamorphosis,Default
viviparous,Default
mother,Default
week,Default
protecting,Default
recalled,Default
imagined,Default
knickknack,Default
ingenious,Default
thimble,Default
haberdashery,Default
parturition,Default
ancestral,Default
lineage,Default
honorable,Default
progenitors,Default
sunset,Default
sunrise,Default
daytime,Default
daylight,Default
am,Default
shifts,Default
temporally,Default
banknote,Default
fiver,Default
horizontally,Default
bounced,Default
putt,Default
shortcake,Default
crumbly,Default
shortcrust,Default
shortbread,Default
brittle,Default
petulant,Default
scanty,Default
inadequately,Default
scantily,Default
undiluted,Default
declines,Default
coherent,Default
menstruation,Default
timescale,Default
tens,Default
hundreds,Default
millions,Default
circadian,Default
drosophila,Default
saturday,Default
western,Default
islam,Default
friday,Default
sabbat,Default
witches,verb;noun
jews,verb;noun
fallow,adjective;noun
hebrews,Default
abundant,adjective
ample,adjective
profuse,adjective;verb
javelin,verb;noun
pierces,verb
wounds,verb;noun
shooters,noun
dace,noun
tranquilizer,noun
consuming,noun;adjective;verb
narcotics,noun
usury,noun
forging,noun;verb
afterward,adverb
welded,verb
pronunciation,noun
habituate,verb
participial,adjective;noun
wont,noun
comport,verb;noun
violinist,noun
crouch,verb;noun
squatting,noun;verb
swoop,verb;noun
prostrate,adjective;verb
humility,noun
condescend,verb
stoops,noun;verb
condescending,Default
interpretations,Default
hesitant,Default
hypocrisy,Default
hypocrite,Default
connately,Default
brightly,Default
colored,Default
duplicity,Default
prokaryotic,Default
colorant,Default
flavoured,Default
honey,Default
pigment,Default
parapet,Default
bulwark,Default
intrusion,Default
defends,Default
pebble,Default
jewel,Default
kilograms,Default
endocarp,Default
drupes,Default
beige,Default
granite,Default
gravestone,Default
tombstone,Default
mirror,Default
pelting,Default
intoxicate,Default
blankly,Default
lap,Default
abrasive,Default
despairing,Default
hopelessness,Default
despair,Default
reckless,Default
fury,Default
extinct,Default
annihilation,Default
scattering,Default
intervening,Default
absorption,Default
inability,Default
disability,Default
impedimenta,Default
baggage,Default
bids,Default
questioning,Default
inquisitive,Default
diligent,Default
revise,Default
erupt,Default
bullet,Default
deport,Default
oxygenates,Default
vertebrates,Default
parklands,Default
resonant,Default
grandiloquent,Default
wordy,Default
airflow,Default
interfering,Default
ongoing,Default
monotony,Default
exuberance,Default
playful,Default
kindle,Default
unto,Default
arabesque,Default
knee,Default
kin,Default
partaking,Default
allied,Default
encompassed,Default
midst,Default
intermix,Default
ties,Default
intermarry,Default
contaminate,Default
blended,Default
blending,Default
intermingle,Default
intermixture,Default
erroneous,Default
misconception,Default
bewilder,Default
baffle,Default
puzzle,verb;noun
muddle,verb;noun
confound,verb;noun
uneasy,adjective
rout,verb;noun
disoriented,adjective;verb
jumbled,adjective;verb
muddled,adjective;verb
chaotic,adjective;noun
illogical,adjective
embarrassed,adjective;verb
humiliation,noun
bashfulness,Default
respiratory,adjective
impairment,noun
poverty,noun
gratifying,verb
gratuity,noun
cabins,noun
quarterdeck,noun
companionway,noun
hatchway,noun
enhance,verb
appended,verb
knight,noun
favourite,verb;adjective;noun
diners,noun
restaurant,noun
waiters,noun
purposeful,adjective
courageous,adjective
daring,noun;adjective;verb
risky,adjective
hazardous,Default
nurse,Default
nutriment,Default
cherish,Default
nurture,Default
attainments,Default
pedal,Default
vindicate,Default
plasma,Default
predominantly,Default
gaseous,Default
methane,Default
hydrocarbon,Default
hob,Default
cooker,Default
gases,Default
digestive,Default
frothy,Default
chatter,Default
fastball,Default
venous,Default
arterial,Default
boastful,Default
boastfully,Default
impregnate,Default
singe,Default
disbanding,Default
liquify,Default
melted,Default
immersion,Default
disintegrated,Default
rescind,Default
fades,Default
relax,Default
scalable,Default
retinue,Default
personage,Default
prelude,Default
carmen,Default
nutcracker,Default
opera,Default
ballet,Default
dismissal,Default
disintegration,Default
fragments,Default
dissolute,Default
decisive,Default
impending,Default
stressful,Default
resolved,Default
twisted,Default
weaving,Default
plaited,Default
bundles,Default
stories,Default
minotaur,Default
daedalus,Default
knossos,Default
maze,Default
confusing,Default
satyrine,Default
neope,Default
labyrinthine,Default
rivulet,Default
brook,Default
gutter,Default
introspection,Default
scenario,Default
identification,Default
degeneracy,Default
deficiency,Default
malign,Default
staircase,Default
floors,Default
morphology,Default
pleated,adjective;verb
twill,Default
aprons,noun
tartan,verb;adjective;noun
belted,adjective;verb
philibeg,noun
plaid,adjective;noun
